Sentence,Label
"V60 드리퍼를 사용하여 매장과 동일한 레시피로 소개해 드리겠습니다.
",1
"디카페인 커피는 공정상 로스팅 후 밀도가 크게 낮아집니다.
",0
"이 크게 낮아진 밀도 때문에 분쇄 이후에 미분 발생이 더 많아집니다.
",0
"더 많아진 미분 때문에 브루잉을 할 시에 추측 시간이 지연됩니다.
",0
"특히 물을 1차, 2차 여러 번 나눠붙게 되면 더욱더 그 지연이 길어집니다.
",0
"그래서 보완하고자 분쇄도는 조금 붉게 900 마이크론 정도로 분쇄하고, 물 주입은 1차 주입에서 마무리하겠습니다.
",1
"커피는 16g의 커피를 사용하겠습니다. 그리고 추출 수의 양은 총 200g입니다.
",1
"1대 12.5 의 추출 비율입니다. 추출을 끝낸 후 50g 정도를 바이패스하여 취향에 따라서 즐기시면 되겠습니다.
",1
"물 온도는 93도를 사용하겠습니다. 뜸은 약 40g으로 30초 동안 진행하겠습니다.
",1
"한 번에 160g의 물을 부어 추출을 마무리하겠습니다.
",1
"디카페인 커피의 아이스 브루잉 레시피 같은 경우에는 미디움 라이스트 로스팅 포인트에 브루잉 레시피와 동일합니다.
",0
"브그 동일한 레시피에서 분쇄도만 조금 굵게 설정해 주시면 되겠습니다. 2분 15초 정도의 추출이 마무리되었습니다.
",1
"추출이 끝난 후 50g 정도를 바이패스해서 취향에 맞게 즐기시면 되겠습니다. 추출을 마무리하겠습니다.
",1
"감사합니다.
",0
"안녕하세요, 더반 베를린 바리스타 김환입니다. 이번에 소개해드릴 영상은 아이스 레시피구요.
",0
"이번에 사용할 원두는 에티오피아 봄배 네추럴입니다.
",0
"도징량은 저희가 17g에서 18g 잡고 있고, 추출 비율은 1대 11 정도에 비율로.
",1
"한 레시피와 동일하게 코만단테 그다음에 EK 43 전부 다 동일하게 저희가 추출할 수 있도록 고정된 값으로 분쇄하겠습니다.
",1
"서버에는 얼음 두세 알 중량으로 따지면 한 60g 정도로 저희가 타겟팅을 하고 있는데, 중량이 살짝 오바돼도 괜찮으니까 넣어주시면 됩니다.
",1
"따뜻한 레시피와 똑같이 뜸들이기는 40g의 30초 동일하게 진행하겠습니다.
",1
"30초가 되면 130g까지 푸어해 주겠습니다. 1분 10초가 되면 200g까지 푸어해 주겠습니다.
",1
"아이스 레시피 같은 경우에는 저희가 2분 30초 전으로 타겟팅해서 추출하고 있으며.
",1
"서버에 얼음이 다 녹을 때까지 스월링을 한번 해주신 뒤에 아이스컵에 얼음 채워주신 후에 드셔주시면 될 것 같습니다.
",0
"그럼 마셔보겠습니다.
",0
"신선한 파파헤아와 그다음에 플로하고 주시한 계열들, 좀 밝은 계열의 창미들이나 그런 이미지들을 떠올릴 수 있는 그런 에티오피아 봄매입니다.
",0
"감사합니다.
",0
"나 안녕하세요. 펠트커피 이재연입니다. 이번 소개해 드릴 레시피는 하리오 V 60 을 사용한 아이스 레시피입니다.
",1
"밸런스와 클린컵을 중심으로 만들어진 레시피이며, 하리오 V 60 을 통한 여과식 레시피입니다.
",0
"하리오 V 60 같은 경우에는 타 드리퍼 데비 리브가 긴 편입니다.
",0
"이 진 리븐은 보다 빠른 추출 흐름을 만들어줄 수 있습니다.
",0
"이로 인해 보다 가는 분쇄도를 사용할 수 있고, 결과물은 보다 명확한 커피의 컵 노트를 확인하실 수 있습니다.
",0
"종이 필터를 접으실 때에는 이 추 흐름을 잘 활용할 수 있도록 조금 여유를 두고 접어두시는 편이 좋습니다.
",0
"따뜻한 물로 충분히 예열해줄 수 있도록 하겠습니다.
",0
"아이스 브루윙의 경우는 얼음 100 미리를 먼저 서버에 추가하도록 하겠습니다.
",1
"커피는 18.5g을 사용하며 1대 10 비율로 추출합니다.
",1
"분쇄도는 902, K 43 기준으로 8 생각해 주시면 되고, 800 마이크롬에서 플러스 마이너스 50 정도로 추출해 주시면 좋겠습니다.
",1
"일부를 평평하게 만들어 주실 때에는 강한 충격을 주시는 것보단 가볍게 두 번 정도 흔들어주시는 게 좋습니다.
",0
"물이 예열되었다면 추출 시작하도록 하겠습니다.
",0
"물은 95도의 온수로 추출하며 뜸은 40g, 30초 진행하도록 하겠습니다.
",1
"30초가 되었다면 물 50g을 가수해 줍니다. 그리고 55초가 되었다면 다시 한번 50g 넣어주도록 하겠습니다.
",1
"그리고 1분 15초에서 20초가 되었다면 마지막으로 50g을 넣어줍니다.
",1
"물이 다 빠질 때까지 충분히 기다려 주시고, 1분 40초에서 50초 사이가 되었을 때 추출되셨다면 완성입니다.
",1
"얼음잔에 얼음을 가득 준비해 주시고 추출된 커피는 얼음이 잘 섞일 수 있도록 섞어주신 다음에 잔에 옮겨주시면 됩니다.
",0
"2번 추출한 파나마 아브게이샤, 어네어 로빙.
",0
"네추럴 같은 경우에는 잘 숙성된 와인, 그리고 검포도에 플레이버 꿀과 같은 단맛 라인과 같은 깔끔하고 깨끗한 여운을 확인하실 수 있습니다.
",0
"감사합니다.
",0
"안녕하세요, 커피몽타주의 로스터 이연석입니다.
",0
"이번 영상에서는 디카페인 커피의 브르잉 레시피를 소개하겠습니다.
",1
"V 6 T 드리퍼를 사용하여 매장과 동일한 레시피로 소개해 드리겠습니다.
",1
"디카페인 커피는 공정상 로스팅 후 밀도가 크게 낮아집니다.
",0
"이 크게 낮아진 밀도 때문에 분쇄 이후에 미분 발생이 더 많아집니다.
",0
"더 많아진 미분 때문에 브르잉을 할 시에 추측 시간이 지연됩니다.
",0
"특히 물을 1차, 2차 여러 번 나눠붙게 되면 더욱더 그 지연이 길어집니다. 기.
",0
"그래서 보완하고자 분쇄도는 조금 붉게 900 마이크론 정도로 분쇄하고, 물 주입은 1차 주입에서 마무리하겠습니다.
",1
"커피는 16g의 커피를 사용하겠습니다. 그리고 추출 수의 양은 총 200g입니다.
",1
"1대 12.5 의 추출 비율입니다. 추출을 끝낸 후 50g 정도를 바이패스하여 취향에 따라서 즐기시면 되겠습니다.
",1
"물론 도는 93도를 사용하겠습니다. 뜸은 약 40g으로 30초 동안 진행하겠습니다.
",1
"한 번에 160g의 물을 부어 추출을 마무리하겠습니다.
",1
"디카페인 커피의 아이시스, 브르잉 레시피 같은 경우에는 미디움 라이스트 로스팅 포인트에 브루잉 레시피와 동일합니다.
",0
"브그 동일한 레시피에서 군세도만 조금 굵게 설정해 주시면 되겠습니다. 2분 15초 정도의 추출이 마무리되었습니다.
",1
"추출이 끝난 후 50g 정도를 바이패스에서 취향에 맞게 즐기시면 되겠습니다. 실추를 마무리하겠습니다.
",1
"감사합니다.
",0
"안녕하십니까? 여러분. 센터 커피 바리스타 박상호입니다.
",0
"이번 12월 저희 센터 커피, 월픽 커피로 함께 여러분들이 사랑하시는 연인 친구, 그리고 가족분들과 함께 집에서 굉장히 맛있게.
",0
"또 저희 커피를 내려드실 수 있는 레시피를 공유해 드리려고 합니다. 이번 영상에는 저희가 싱글 오리진 라인업 중에 V60를 사용해서 어떻게 저희 센터커피 원두들을 최대한 맛과 향을 끌어낼 수 있는지 레시피를 공유해 드리겠습니다.
",0
"일단 저희 같은 경우에는 매장에서 하리오 V60 세라믹을 사용하고 있고, 필터 같은 경우에는 갈색 필터를 사용하고 있고요.
",1
"또 따로 필요한 거는 이 서버, 아니면 머그저울은 꼭 필수고, 그리고 물입니다.
",0
"그래서 먼저 저희가 브르잉을 할 때는 꼭 린싱을 해주시고요.
",0
"특히 이 갈색 필터는 린싱을 꼭 해주셔야 가장 장점을 드러날 수 있기 때문에 린싱은 뜨거운 물로 최대한 많이 해주셔야 됩니다.
",0
"그런 다음에 저희가 따뜻한 레시피를 먼저 내릴 건데, 원두 16g이 필요합니다.
",1
"제가 원두 16g을 분쇄를 할 건데, 지금 저희 레시피 같은 경우에는 디팅 랩스윗 기준으로 핫일 때는 6.5를 쓰고 있습니다.
",1
"이게 언스테셜틱 커뮤니티에 가시면 거기서 한 1060 마이크론 정도로 나와요. 그래서 그 정도에 참고해주시면 되고.
",0
"한 코만단테로는 마크 4 기준에 한 25 클릭 정도로 진행해 주시면 됩니다. 그라인더마다 영점이 다 다르다 보니까.
",0
"1060 마이크론 정도로 생각해 주시고 본인 그라인더에 맞게 세팅을 잡아주시면 훨씬 더 좋은 효과를 볼 수 있습니다.
",0
"그래서 드리퍼에 원두를 넣어주시고 넣어주신 다음에 위에 표면을 세틀링을 해주세요. 평평하게 될 수 있게 해주시고.
",0
"일단 물 온도 같은 경우에는 저희가 지금 95도를 쓸 건데.
",1
"이게 환경마다 다를 수 있지만 이제 겨울이 다가왔고, 또 주변 환경도 굉장히 온도가 낮아지기 때문에 드리퍼도 그렇고 예열를 잘 해주시고.
",0
"물 온도도 95도 정도로 사용해 주셔야 이제 커피가 추출이 원활하게 진행이 됩니다.
",1
"그래서 타이머를 시작한 동시에 가운데에 물을 천천히 부어 주시면서 40g까지 천천히 부어줍니다.
",1
"드립포트 같은 경우에는 다시 예열 모드로 가져다 주시고 45초까지 저희 기다려 줄 겁니다.
",1
"지금 저희 싱글 라인업 같은 경우에는 배전도가 다 완전 균일하지는 않지만, 보통 다 미디엄 라이트로 로스팅이 되고 있어 가지고.
",0
"저희는 내추럴 커피 같은 경우에는 93도 정도로 추천을 드리고, 물 온도를 허니나 워시드 계열 같은 경우에는 95도로 추천을 드립니다.
",0
"그래서 물 온도도 프로세싱에 따라 그렇게 다르게 가져가고 있고, 45초가 됐을 때.
",0
"다시 천천히 원형으로 150g까지 부워주시고, 그다음에 150g이 됐을 때 센터푸어 그리고 이 많은 분들이 센터푸어를 할 때 궁금해하시는 분들 하는 게 낙차의 높이를 어떻게 가져가냐 하는데.
",1
"제가 지금 브루잉하는 게 에티오피아 워시드인데 워시드 같은 경우는 저는 좀 더 높은 위치에서 이제 낙차를 좀 가져가고.
",0
"내추럴이나 허니 같은 경우에는 좀 더 낮아져요. 그리고 물줄기도 조금 더 빨라지거든요.
",0
"근데 워시드 같은 경우에는 조금 물 줄기 굵기 자체도 굉장히 얇고 좀 높은 높이에서 이렇게 추출을 진행을 합니다.
",0
"그래서 물이 다 부어졌을 때는 한 번 드리퍼를 세 번 흔들어 주신 다음에 기다려 주시면 한 2분 10초 15초 정도가 타겟이고.
",1
"이 여러분들이 추출해 보시면서 아시겠지만 에티오피아 같은 원두가 조금 더 느리게 추출이 돼요. 다른 원두들보다.
",0
"그래서 에티오피아 같은 경우에는 지금 한 2분 10초 15초지만.
",0
"다른 예를 들어서 저희 라이업에 있는 코스타리카나 과테말라 등등은 그것보다 한 10초 정도 더 빠를 거예요.
",0
"에티오피아보다 10초 정도 더 빠르게 나오고, 그래서 지금 2분 18초 정도의 추출이 완료됐고, 밸런스 좋은 커피가 추출이 되었습니다.
",0
"그래서 가장 중요한 거는 제가 지금 추출한 거. 가장 비슷하게 추출하기 위해서 분세도 세팅. 1060 마이크론.
",0
"그리고 물 같은 경우에는 저희가 추천드린 거는 아이.
",0
"씨스 8.0 청주 미원면 수도원 거를 사용하시고 아니면 평창수를 추천드리고요.
",0
"그리고 원두 같은 경우에는 저희 같은 경우에는 싱글오리진 같은 경우에는.
",0
"디게싱은 최소 3일인데, 권장은 4 에서 5일입니다.
",0
"디게싱 4일에서 5일 정도 됐을 때부터 추출을 진행하시는 거를 추천드립니다.
",0
"그러면 여러분들도 커피를 집에서 맛있게 이번 연말 추출 잘 하시길 바랍니다. 감사합니다.
",0
"안녕하세요, 펠트커피 이재현입니다.
",0
"이번 소개해 드릴 레시피는 하리오 V60 을 사용한 저희 기본적인 레시피로 밸런스와 클린컵에 중점을 두고 만들어진 추출 레시피입니다.
",1
"이번 소개해 드리는 레시피는 저희 매장에서도 사용하고 있을 만큼 저희가 가장 추천드리는 레시피로 이 하리오 브이 육공을 통해서 추출 진행하도록 하겠습니다.
",0
"이 하리오 V.
",0
"육공 같은 경우에는 타 드리퍼 대비 긴 리브를 가지고 있는데, 이는 보다 빠른 추출 흐름을 보여줄 수 있는 드리퍼입니다.
",1
"이로 인해서 보다 가늘어진 분쇄도를 사용할 수 있고, 이로 인해 더 명확한 커피의 노트를 보여줄 수 있습니다.
",0
"필터는 리브와 충분히 접촉될 수 있도록 조금 여유를 두고 접어주시는 편이 좋습니다.
",0
"리브를 접어주신 후에 따뜻한 물로 충분히 예열을 진행해 주도록 합니다.
",0
"린싱하는 과정을 통해 커피 필터와 드리퍼는 보다 밀착하게 되어 추출 일관성을 유지하는 데 조금 더 도움이 됩니다.
",0
"커피는 18.5g을 사용해서 1대 16 비율로 추출하게 됩니다.
",1
"분쇄도는 구형 eK 43 기준으로 8.5 정도의 분쇄도를 사용하며 900, 마이크론 기준으로 플러스 마이너스 50 정도로 생각해 주시면 됩니다.
",1
"이제 물이 예열되어서 추출 진행하도록 하겠습니다.
",0
"커피를 담아주신 후 강하게 충격을 주시는 것보다는 가볍게 두 번 정도 흔들어서 수평을 맞춰주시는 게 좋습니다.
",0
"물 온도는 95도로 추출을 진행하며 뜸은 40g 30초 진행하도록 하겠습니다.
",1
"30 초가 되었을 때 100g의 물을 넣어주도록 하겠습니다.
",1
"두 번째 가수는 1분 정도 되었을 때 다시 한번 100 미리 추가하도록 하겠습니다.
",1
"마지막 가수는 1분 30 초경에 60g 추가해서 총 300g의 물을 사용해 주시면 되겠습니다.
",1
"추출은 물이 다 빠질 때까지 기다려둔 후에 2분에서 2분 30초 사이에 추출이 되었다면은 완성입니다.
",1
"총 추출된 커피는 250 에서 260g 사이로 추출이 완료됩니다. 2번 추출한 파나마산 토스게이샤 네추럴.
",0
"커피 같은 경우에는 레몬그라스와 블루베리 같은 향미 볼 같은 단맛, 그리고 그린티와 같은 여운을 확인하실 수 있습니다.
",0
"감사합니다.
",0
"오유 200g을 사용하셔서 드시면 좋을 것 같습니다.
",0
"월픽을 통해서 꼭 한번 드셔보셨으면 좋겠습니다, 감사합니다, 안녕하세요. 304, 로스터스 송요민입니다.
",0
"이번 영상에서는 저희 핫 브루잉 레시피를 보여드릴 건데요.
",0
"모든 싱글 원두들은 한 가지의 레시피로 쉽고 간편하게 맛있게 드실 수 있을 겁니다.
",0
"그리고 저희 304 로스터스에서 보여드릴 커피는요.
",0
"커피마다 특색을 최대한 살리기 위해서 작은 디테일까지 신경을 굉장히 썼고요.
",0
"그리고 커피를 마실 때 마지막 한 모금까지 부담 없이 편안하게 드실 수 있는 커피들을 준비했습니다.
",0
"그리고 저희 이번 핫 브루잉에서 쓸 싱글 원두는 페루 싼 세바스티안 게이샤 워시드를 사용할 거고요.
",0
"드리퍼의 경우는 향미를 최대한 살리기 위해서 하리오 V60을 사용할 거고, 물 온도는 93 도로 설정을 했습니다.
",1
"추출 비율은 원두 18g의 물량 270 을 이용한 1대 15 비율로 추출을 해보도록 하겠습니다.
",1
"린싱 먼저 하도록 할게요. 린싱을 하실 때는 드리퍼에서 필터지가 뜨지 않도록 최대한 잘 붙여서 사용해주시면 됩니다.
",0
"분세는 eK 43 기준, 8.5로 분쇄하도록 하겠습니다.
",1
"30g의 물을 사용해서 30초 동안 뜸들이기를 진행해 주겠습니다 하고 30초가 되면 1차 푸어를 시작할 건데요.
",1
"깨끗한 향미 표현을 극대화하기 위해서는 잘 골고루 섞어준다는 느낌으로 좀 빠르게 추출을 진행해 볼게요.
",0
"50초가 되면 80g의 물을 부어줄 거고요. 추출 수위를 높여서 운동 에너지를 증가시켜서 추출력을 높여줄 겁니다.
",1
"그리고 1분 10초의 마지막 푸어인 60g을 보어서 270g까지 맞춰줄게요.
",1
"추출 끝나는 시간은 2분에서 2분 20초 정도로 추천을 해드리고 있고요. 먹어보도록 하겠습니다.
",1
"게이샤 커피답게 자스민 같은 아로마가 굉장히 풍부하게 올라오고요.
",0
"화이트 와인 같은 스파클링한 느낌이 있고, 애프터의 꿀 같은 질감의 느낌에 되게 좋은 커피입니다. 잔을 사용하실 때는
",0
"감사합니다, 안녕하세요, 펠트 커피 이재현입니다.
",0
"이번 소개해 드릴 레시피는 보다 묵직한 바디 간의 커피를 선호하시는 분들을 위한 레시피로 클래버를 사용한 침출식 지출 방법입니다.
",1
"클래버 드리퍼의 경우에는 종이 필터를 사용해서 보다 간편하게 묵직한 커피를 추출할 수 있습니다.
",0
"종이 필터를 가볍게 접어주신 뒤 뜨거운 물로 충분히 충린싱 해줄 수 있도록 합니다.
",0
"린싱을 통해 리브의 종이가 잘 밀착될 수 있도록 하고, 예열이 될 수 있도록 충분히 물을 부어줍니다.
",0
"아이셀레이시피의 경우 18.5g의 커피를 사용해서 1대 10 비율로 추출합니다.
",1
"분세도는 9 02, K 43 기준으로 9.5 포인트 1000, 마이크론에서 플러스 마이너스 50 정도로 생각해 주시면 되겠습니다.
",1
"커피를 평평하게 해주실 때는 강한 충격을 주시는 것보다 가볍게 좌우로 두 번 정도 흔들어주시는 게 좋습니다.
",0
"추출수 온도는 95 도로 예열이 완료되었다면 추출 시작하도록 하겠습니다.
",1
"뜸은 60g 30초 진행하도록 하겠습니다. 물을 부어준 후에는 좌우로 10번 충분히 저어주도록 하겠습니다.
",1
"이후 30초가 되었을 때 나머지 물을 넣어서 185g 이 되게끔 물을 넣어줍니다.
",1
"이때 커피가 잘 적셔질 수 있도록 충분히 크게 물을 넣어주면 넣 감사하겠습니다.
",0
"기다리시는 동안 얼음을 백밀히 준비해 두도록 하겠습니다.
",1
"3분이 되었을 때 준비된 서버의 클래버를 내려주도록 하겠습니다.
",1
"내려주실 때는 커피를 4회 좌우로 충분히 저어주시면 감사하겠습니다. 총 추출 시간은 4분 30초로.
",1
"물이 충분히 빠질 때까지 기다려 주시면 감사하겠습니다.
",0
"추출이 완료되셨다면 클래버를 제거하고 준비한 얼음잔에 커피를 옮겨주시면 되겠습니다.
",1
"이번 추출한 코스타리카 에르바주산 로켓 네츄럴 커피는 포도와 와인을 가득 먹금은 거와 같은 플레이버와 오렌지와 같은 달콤한 여운을 느끼실 수 있습니다.
",0
"안녕하세요. 폰트 커피에서 근무 중인 바리스타 김유리입니다.
",0
"이번 영상에서는 폰트 커피에서 사용하고 있는 따뜻한 블링 레시필러 알려드릴 건데요.
",0
"하나의 레시필러, 누구나 맛있는 한 잔을 내릴 수 있습니다.
",0
"제가 소개해 드릴 커피는 월픽에서 만나보실 수 있는 펠로 베아비스타 게이사 워시드인데요.
",0
"그럼 간단하게 레시필레 알려드릴게요. 저희가 사용하는 원조의 양은 20g입니다.
",1
"물 온도는 94도로 설정하겠습니다. 저희가 사용하는 드리퍼는 칼리타 웨이브 185인데요.
",1
"함께 사용하는 필터는 칼리타 웨이브 필터입니다.
",1
"드리퍼의 원형 리브와 필터의 리브가 만나면 드리퍼와의 접촉을 줄이고, 공기의 흐름을 원활하게 해서 부드럽고 균형감 있는 커피를 추출하실 수 있습니다.
",0
"저희분 세도는 2, K 43 기준으로 10 으로 설정했습니다. 그리고 코만 단체 기준으로는 26 클릭입니다.
",1
"제가 하겠습니다. 보온 효과와 필터의 잔민을 덜기 위해서 린싱 작업을 합니다. 그럼 이제 커피 추추는 시작할게요.
",0
"30 에서 35g 사이에 34 초간 뜸을 드립니다. 뜸은 8초 안에 끝나는 것이 좋고요.
",1
"1 천은 120g 투화하겠습니다.
",1
"일정한 물줄기를 사용해서 중심에서 바깥쪽으로 원을 그리듯 낙찰를 주며 낙수출하는 것이 교반에 도움이 됩니다.
",0
"수위가 80% 정도 빠지면 70g 초화하겠습니다. 3차도, 2차와 종일하게 80g 푸어합니다. 프.
",1
"전체 푸어가 끝난 시점은 1분 40초 이내입니다. 전체 부드림 시간에 40 에서 50% 정도인데요.
",1
"적당한 수위의 문을 푸어해서 밸런스 좋은 결과문을 얻을 수 있습니다. 3분 20초 정도로 추측이 끝났습니다.
",1
"이 커피는 파파와 같은 풍미가 좋고요. 붉은 체리에서 느껴지는 새콤달콤함도 있어요.
",0
"그리고 후미에는 약간 카나멜과 같은 풍부한 단맛이 좋은 커피입니다.
",0
"다들 이 영상을 보시고 모두 맛있는 커피 드시면 좋겠습니다. 감사합니다.
",0
"안녕하십니까, 여러분. 이번 시간에는 브이식스티로 아이스 레시피를 공유해 드리도록 하겠습니다.
",0
"일단 똑같이 잘 예열된 브이식스티, 그리고 갈색 하리오 필터고요. 지금 서버에는 70g의 얼음이 담겨져 있습니다.
",1
"그리고 원두 사용량은 저희가 18, 그람을 사용을 할 거고, 물 온도는 96도로 진행을 할 겁니다.
",1
"그리고 원도를 가실 때 핫 같은 경우에는 브이 식씨가 아까 말씀드린 것처럼.
",0
"한 1060 마이크론 정도 저희가 분쇄를 하는데, 아이스 같은 경우에는 저희가 딱 100 마이크론을 빼면 돼요.
",0
"그래서 950 에서 960 마이크론 정도로 하시면 저희 아이스 에시피에 사용하는 분쇄도와 굉장히 비슷해집니다.
",0
"그래서 어떤 그라인더를 쓰시던 한 960, 950 마이크론을 목표로 잡으시고 분쇄를 하시면 좋으실 것 같습니다.
",0
"그럼 일단 먼저 분쇄를 해서 보겠습니다.
",0
"자, 물 온도 96도가 도달이 되면 타이머를 시작하신 후 자금원형으로 50g까지 보어줍니다.
",1
"그리고 아이 씨 같은 경우에는 부십노우 부 한 이렇게 다섯 번 정도 드리퍼를 잘 섞어주세요.
",1
"그래야 저희가 더 많은 원두량을 쓰기 때문에 잘 섞어주지 않으면.
",0
"물이 원활하게 원두에 골고루 분포가 안 되기 때문에 이렇게 잘 적극적으로 소홀링해 주시는 게 굉장히 중요합니다.
",0
"그래서 40초가 됐을 때 다시 작은 원형으로 85g까지 2 달 한 후 센터 포어를 시작할 겁니다.
",1
"그 센터 포어는 180g까지 진행할 거고요. 얇은 물줄기와 높은 위치에서 낙차 높이 낙차가 굉장히 높게 잡는 거죠.
",1
"래서 180 조사했을 때 다시 한 번 세 번 정도 잘 이렇게 섞어줍니다. 그래서 지금 총 추출 시간은 1분 40초로 나왔고요.
",1
"이렇게 되면 적당한 농도, 그리고 초반에 추출할 수 있는 좋은 핵미들과.
",0
"그리고 산미, 그리고 복합성이 같이 잘 나와서 굉장히 청장하고 맛있는 아이스 브로잉이 추출이 됩니다.
",0
"그리고 추가로 저희 게 이사 원두를 만약에 아이스트로 브로링 하시면 제가 추천드리는 거는 원주량을 1g, 더 사용하셔 가지고 19g.
",0
"하지만 또 입자는 똑같이 950 에서 960 마이크롬을 진행하는 걸로 추천드리고요.
",0
"물 온도는 똑같이 96도로 진행해 주시고.
",0
"아예 똑같은 메시피로 진행해 주시면 조금 더 개이사의 특유 뉘앙스를 더 훨씬 잘 느낄 수 있을 것 같습니.
",0
"안녕하십니까, 여러분. 이번 시간에는 V60로 아이스 레시피를 공유해 드리도록 하겠습니다.
",1
"일단 똑같이 잘 예열된 V60, 그리고 갈색 하리오 필터고요. 지금 서버에는 70g의 얼음이 담겨져 있습니다.
",1
"그리고 원두 사용량은 저희가 18그람을 사용을 할 거고, 물 온도는 96도로 진행을 할 겁니다.
",1
"그리고 원두를 가실 때 핫 같은 경우에는 V60가 아까 말씀드린 것처럼.
",0
"한 1060 마이크론 정도 저희가 분쇄를 하는데, 아이스같은 경우에는 저희가 딱 100 마이크론을 빼면 돼요.
",0
"그래서 950 에서 960 마이크론 정도로 하시면 저희 아이스 레시피에 사용하는 분쇄도와 굉장히 비슷해집니다.
",0
"그래서 어떤 그라인더를 쓰시던 한 960, 950 마이크론을 목표로 잡으시고 분쇄를 하시면 좋으실 것 같습니다.
",0
"그럼 일단 먼저 분쇄를 해서 오겠습니다.
",0
"자, 물 온도 96도가 도달이 되면 타이머를 시작하신 후 작은 원형으로 50g까지 보어줍니다.
",1
"그리고 아이스 같은 경우에는 부으신 후 한 이렇게 다섯 번 정도 드리퍼를 잘 섞어주세요.
",1
"그래야 저희가 더 많은 원두량을 쓰기 때문에 잘 섞어주지 않으면.
",0
"물이 원활하게 원두에 골고루 분포가 안 되기 때문에 이렇게 잘 적극적으로 스월링해 주시는 게 굉장히 중요합니다.
",0
"그래서 40초가 됐을 때 다시 작은 원형으로 85g까지 도달 한 후 센터 푸어를 시작할 겁니다.
",1
"그 센터 푸어는 180g까지 진행할 거고요. 얇은 물줄기와 높은 위치에서 낙차 높이 낙차가 굉장히 높게 잡는 거죠.
",1
"그래서 180 도달했을 때 다시 한 번 세 번 정도 잘 이렇게 섞어줍니다. 그래서 지금 총 추출 시간은 1분 40초로 나왔고요.
",1
"이렇게 되면 적당한 농도, 그리고 초반에 추출할 수 있는 좋은 향미들과.
",0
"그리고 산미, 그리고 복합성이 같이 잘 나와서 굉장히 청장하고 맛있는 아이스 브루잉이 추출이 됩니다.
",0
"그리고 추가로 저희 게이샤 원두를 만약에 아이스로 브루잉 하시면 제가 추천드리는 거는 원두량을 1g, 더 사용하셔 가지고 19g.
",0
"하지만 또 입자는 똑같이 950 에서 960 마이크론을 진행하는 걸로 추천드리고요.
",0
"물 온도는 똑같이 96도로 진행해 주시고.
",0
"아예 똑같은 레시피로 진행해 주시면 조금 더 게이샤의 특유 뉘앙스를 더 훨씬 잘 느낄 수 있을 것 같습니다.
",0
"네, 안녕하세요. 파스텔 커피웍스, 바리스타 정혜원입니다.
",0
"이번 영상에서는 파스텔 커피웍스의 아이스 브루잉 레시피를 소개해 드리려고 하는데요.
",1
"저희 매장에서 사용 중인 하리오 스위치 드리퍼를 사용해 알려드리도록 하겠습니다.
",1
"이 하리오 스위치 드리퍼 내부에는 쇠 구슬이 있어요.
",0
"그래서 스위치를 올려서 사용하시면 이 쇠 구슬이 물 빠짐을 방지해서 침지식으로 커피를 추출할 수 있고요.
",0
"처음부터 스위치를 내려서 사용하시면 투과식으로도 사용하실 수 있다는 장점을 가지고 있는 드리퍼입니다.
",0
"그래서 오늘은 아이스 브루잉을 우간다 음발레 내추럴 커피를 가지고 침지식으로 설명을 드리겠습니다.
",0
"오늘 브루잉 레시피에 사용할 원두의 양은 총 19g이고요. 분쇄도는 eK 43, S 기준으로 10.5입니다.
",1
"분쇄한 커피를 담기 전에는 꼭 이 드리퍼에 종이 필터를 넣고 린싱을 해주겠습니다.
",0
"이렇게 충분히 린싱을 하는 이유는요.
",0
"종이 필터의 냄새를 제거하고, 또 저희가 추출수로 사용하는 92도의 물을 온도가 떨어지지 않도록 하는 효과도 있고요.
",0
"이 커피 성분이 필터에 흡착되는 것에 막아주는 효과를 가지고 있기 때문에 저희는 종이 필터를 항상 드리퍼에 넣고 린싱을 진행하고 있습니다.
",0
"그리고 아이스 브루잉 레시피기 때문에 유리 서버에 60g 정도의 얼음을 담아서 수출을 시작하겠습니다.
",1
"준비한 유리 서버에 드리퍼를 장착하시고, 이 드리퍼의 스위치가 꼭 올라가져 있는지 확인을 해주세요.
",0
"그리고 분쇄한 커피 19그람을 드리퍼 안에 담아주세요.
",1
"이 커피 표면이 평평해질 수 있도록 드리퍼를 두 번에서 세 번 정도 가볍게 흔들어서 커피 표면이 평평해질 수 있도록 해주세요.
",0
"이때 너무 드리퍼를 과도하게 흔들기보다는 가볍게 흔들어서 커피 표면을 평평하게 만드는 것을 추천드립니다.
",0
"92도의 추출수를 160g 푸어해서 추출을 진행하도록 하겠습니다.
",1
"항상 저울 영점이 맞춰져 있는지 확인하시고, 타이머을 누르면서 시작하겠습니다.
",0
"침지식으로 커피를 추출하기 때문에 너무 천천히 물을 부어주시면 추출에 필요한 시간이 충분히 확보가 되지 않으실 수 있어요.
",0
"그래서 아이스 레시피인 경우에는 15초에서 16초 사이에 추출을 완료하시는 것을 추천드립니다.
",1
"이제 1분 40초가 되면 이 나무 막대를 가지고 총 10번의 스퍼를 줄 건데요.
",1
"스퍼를 줄 때는 너무 빨리 저으시거나, 아니면 이 드리퍼 외벽 면을 긁으시면서 진행하게 되셨을 때 좀 불쾌한 텁텁함.
",0
"또는 쓴 맛까지 같이 추출될 수 있으니 이 점 유의해 주세요. 나무막대로 스터를.
",0
